year,district,pop_total,age_0_19,age_20_39,age_40_64,age_65_79,age_80plus,pct_0_19,pct_20_39,pct_40_64,pct_65_79,pct_80plus
1986,302-Rue de Sébeillon,24,8,2,13,1,0,0.3333,0.0833,0.5417,0.0417,0.0
1986,302-Rue de Sébeillon,22,7,5,10,0,0,0.3182,0.2273,0.4545,0.0,0.0
1986,303-Tivoli,1856,303,652,550,250,101,0.1633,0.3513,0.2963,0.1347,0.0544
1986,303-Tivoli,1960,314,637,631,284,94,0.1602,0.325,0.3219,0.1449,0.048
1986,304-Prélaz,2004,318,713,571,255,147,0.1587,0.3558,0.2849,0.1272,0.0734
1986,304-Prélaz,2119,345,689,646,285,154,0.1628,0.3252,0.3049,0.1345,0.0727
1986,305-Gare de Sébeillon,8,2,2,2,1,1,0.25,0.25,0.25,0.125,0.125
1986,305-Gare de Sébeillon,9,0,1,5,3,0,0.0,0.1111,0.5556,0.3333,0.0
1986,306-Av. de Provence,9,4,2,3,0,0,0.4444,0.2222,0.3333,0.0,0.0
1986,306-Av. de Provence,4,2,1,1,0,0,0.5,0.25,0.25,0.0,0.0
1986,307-Malley,1429,392,533,408,80,16,0.2743,0.373,0.2855,0.056,0.0112
1986,307-Malley,1313,393,464,357,83,16,0.2993,0.3534,0.2719,0.0632,0.0122
1986,4-Montoie/Bourdonnette,6333,1548,2252,1710,626,197,0.2444,0.3556,0.27,0.0988,0.0311
1986,4-Montoie/Bourdonnette,6427,1623,2203,1827,617,157,0.2525,0.3428,0.2843,0.096,0.0244
1986,401-Montoie,2831,535,1029,774,372,121,0.189,0.3635,0.2734,0.1314,0.0427
1986,401-Montoie,2865,533,993,859,385,95,0.186,0.3466,0.2998,0.1344,0.0332
1986,402-Vallée de la Jeunesse,14,2,8,4,0,0,0.1429,0.5714,0.2857,0.0,0.0
1986,402-Vallée de la Jeunesse,11,6,2,3,0,0,0.5455,0.1818,0.2727,0.0,0.0
1986,403-Pyramides,1209,273,438,369,103,26,0.2258,0.3623,0.3052,0.0852,0.0215
1986,403-Pyramides,1273,359,404,389,99,22,0.282,0.3174,0.3056,0.0778,0.0173
1986,404-Prés-de-Vidy,670,124,256,179,78,33,0.1851,0.3821,0.2672,0.1164,0.0493
1986,404-Prés-de-Vidy,693,120,272,194,80,27,0.1732,0.3925,0.2799,0.1154,0.039
1986,405-Bourget,11,0,9,2,0,0,0.0,0.8182,0.1818,0.0,0.0
1986,405-Bourget,8,0,4,4,0,0,0.0,0.5,0.5,0.0,0.0
1986,406-Bourdonnette,1598,614,512,382,73,17,0.3842,0.3204,0.239,0.0457,0.0106
1986,406-Bourdonnette,1577,605,528,378,53,13,0.3836,0.3348,0.2397,0.0336,0.0082
1986,5-Montriond/Cour,7138,1068,2510,1954,1167,439,0.1496,0.3516,0.2737,0.1635,0.0615
1986,5-Montriond/Cour,7414,1175,2425,2169,1232,413,0.1585,0.3271,0.2926,0.1662,0.0557
1986,501-Marc-Dufour,2673,392,968,686,429,198,0.1467,0.3621,0.2566,0.1605,0.0741
1986,501-Marc-Dufour,2713,425,898,751,497,142,0.1567,0.331,0.2768,0.1832,0.0523
1986,502-Milan,2,0,2,0,0,0,0.0,1.0,0.0,0.0,0.0
1986,502-Milan,11,6,1,4,0,0,0.5455,0.0909,0.3636,0.0,0.0
1986,503-Les Cèdres,63,15,16,20,12,0,0.2381,0.254,0.3175,0.1905,0.0
1986,503-Les Cèdres,94,12,62,12,8,0,0.1277,0.6596,0.1277,0.0851,0.0
1986,504-Cour,1820,265,687,478,295,95,0.1456,0.3775,0.2626,0.1621,0.0522
1986,504-Cour,1843,266,645,529,302,101,0.1443,0.35,0.287,0.1639,0.0548
1986,505-Mont-d'Or,2572,395,833,767,431,146,0.1536,0.3239,0.2982,0.1676,0.0568
1986,505-Mont-d'Or,2749,466,818,870,425,170,0.1695,0.2976,0.3165,0.1546,0.0618
1986,506-Bellerive,8,1,4,3,0,0,0.125,0.5,0.375,0.0,0.0
1986,506-Bellerive,4,0,1,3,0,0,0.0,0.25,0.75,0.0,0.0
1986,6-Sous-Gare/Ouchy,10507,1723,3391,3116,1596,681,0.164,0.3227,0.2966,0.1519,0.0648
1986,6-Sous-Gare/Ouchy,11142,1764,3542,3474,1765,597,0.1583,0.3179,0.3118,0.1584,0.0536
1986,601-Grancy,3578,655,1256,1031,452,184,0.1831,0.351,0.2881,0.1263,0.0514
1986,601-Grancy,3704,641,1313,1085,495,170,0.1731,0.3545,0.2929,0.1336,0.0459
1986,602-Harpe,4328,666,1324,1297,754,287,0.1539,0.3059,0.2997,0.1742,0.0663
1986,602-Harpe,4586,708,1348,1468,801,261,0.1544,0.2939,0.3201,0.1747,0.0569
1986,603-Av. d'Ouchy,1290,242,380,393,159,116,0.1876,0.2946,0.3047,0.1233,0.0899
1986,603-Av. d'Ouchy,1330,217,386,423,224,80,0.1632,0.2902,0.318,0.1684,0.0602
1986,604-Ouchy,1311,160,431,395,231,94,0.122,0.3288,0.3013,0.1762,0.0717
1986,604-Ouchy,1522,198,495,498,245,86,0.1301,0.3252,0.3272,0.161,0.0565
1986,7-Montchoisi,3646,549,1240,1071,525,261,0.1506,0.3401,0.2937,0.144,0.0716
1986,7-Montchoisi,3746,570,1190,1151,631,204,0.1522,0.3177,0.3073,0.1684,0.0545
1986,701-Montchoisi,3451,519,1206,1004,488,234,0.1504,0.3495,0.2909,0.1414,0.0678
1986,701-Montchoisi,3554,538,1155,1079,588,194,0.1514,0.325,0.3036,0.1654,0.0546
1986,702-Elysée,195,30,34,67,37,27,0.1538,0.1744,0.3436,0.1897,0.1385
1986,702-Elysée,192,32,35,72,43,10,0.1667,0.1823,0.375,0.224,0.0521
1986,8-Florimont/Chissiez,5178,868,1684,1514,796,316,0.1676,0.3252,0.2924,0.1537,0.061
1986,8-Florimont/Chissiez,5407,922,1737,1637,815,296,0.1705,0.3213,0.3028,0.1507,0.0547
1986,801-Florimont,1771,260,462,536,346,167,0.1468,0.2609,0.3027,0.1954,0.0943
1986,801-Florimont,1908,281,477,617,371,162,0.1473,0.25,0.3234,0.1944,0.0849
1986,802-Av. Rambert,1081,215,275,350,179,62,0.1989,0.2544,0.3238,0.1656,0.0574
1986,802-Av. Rambert,1067,218,273,332,185,59,0.2043,0.2559,0.3112,0.1734,0.0553
1986,803-Chissiez,2326,393,947,628,271,87,0.169,0.4071,0.27,0.1165,0.0374
1986,803-Chissiez,2432,423,987,688,259,75,0.1739,0.4058,0.2829,0.1065,0.0308
1986,9-Mousquines/Bellevue,2433,446,752,771,321,143,0.1833,0.3091,0.3169,0.1319,0.0588
1986,9-Mousquines/Bellevue,2399,489,669,794,345,102,0.2038,0.2789,0.331,0.1438,0.0425
1986,90-Zones foraines,1736,371,702,477,143,43,0.2137,0.4044,0.2748,0.0824,0.0248
1986,901-Mon-Repos,125,16,25,39,35,10,0.128,0.2,0.312,0.28,0.08
1986,901-Mon-Repos,172,24,28,60,44,16,0.1395,0.1628,0.3488,0.2558,0.093
1986,9010-Les Râpes,1263,248,555,322,113,25,0.1964,0.4394,0.2549,0.0895,0.0198
1986,902-Av. Secrétan,1653,343,446,545,218,101,0.2075,0.2698,0.3297,0.1319,0.0611
1986,902-Av. Secrétan,1626,374,388,564,229,71,0.23,0.2386,0.3469,0.1408,0.0437
1986,9020-Montheron,137,38,37,35,14,13,0.2774,0.2701,0.2555,0.1022,0.0949
1986,903-Ch. de la Vuachère,655,87,281,187,68,32,0.1328,0.429,0.2855,0.1038,0.0489
1986,903-Ch. de la Vuachère,601,91,253,170,72,15,0.1514,0.421,0.2829,0.1198,0.025
1986,9030-Vernand,336,85,110,120,16,5,0.253,0.3274,0.3571,0.0476,0.0149
1986,99-Adresses inconnues,450,32,147,157,68,46,0.0711,0.3267,0.3489,0.1511,0.1022
1986,Ville de Lausanne,126050,23212,42152,38283,16434,5969,0.1841,0.3344,0.3037,0.1304,0.0474
1987,1-Centre,11286,1568,4073,3430,1577,638,0.1389,0.3609,0.3039,0.1397,0.0565
1987,101-Rue Centrale,1881,188,775,570,242,106,0.0999,0.412,0.303,0.1287,0.0564
1987,102-Chauderon,1980,301,884,532,181,82,0.152,0.4465,0.2687,0.0914,0.0414
1987,103-Flon,7,2,0,3,1,1,0.2857,0.0,0.4286,0.1429,0.1429
1987,104-Montbenon,172,21,37,60,44,10,0.1221,0.2151,0.3488,0.2558,0.0581
1987,105-Gare/Petit-Chêne,1439,232,451,436,231,89,0.1612,0.3134,0.303,0.1605,0.0618
1987,106-Georgette,1083,198,298,336,181,70,0.1828,0.2752,0.3102,0.1671,0.0646
1987,107-Avant-Poste,1503,193,362,492,321,135,0.1284,0.2409,0.3273,0.2136,0.0898
1987,108-Marterey,1795,218,657,621,219,80,0.1214,0.366,0.346,0.122,0.0446
1987,109-Cité,525,65,279,132,41,8,0.1238,0.5314,0.2514,0.0781,0.0152
1987,110-Riponne/Tunnel,901,150,330,248,116,57,0.1665,0.3663,0.2752,0.1287,0.0633
1987,13-Sauvabelin,569,175,233,103,35,23,0.3076,0.4095,0.181,0.0615,0.0404
1987,13-Sauvabelin,307,43,58,50,83,73,0.1401,0.1889,0.1629,0.2704,0.2378
1987,1301-Sauvabelin,58,15,13,21,8,1,0.2586,0.2241,0.3621,0.1379,0.0172
1987,1301-Sauvabelin,44,13,13,15,3,0,0.2955,0.2955,0.3409,0.0682,0.0
1987,1302-Pré-Fleuri,511,160,220,82,27,22,0.3131,0.4305,0.1605,0.0528,0.0431
1987,1302-Pré-Fleuri,263,30,45,35,80,73,0.1141,0.1711,0.1331,0.3042,0.2776
1987,14-Borde/Bellevaux,9316,2051,2915,2860,1155,335,0.2202,0.3129,0.307,0.124,0.036
1987,14-Borde/Bellevaux,9890,2433,3090,2990,1115,262,0.246,0.3124,0.3023,0.1127,0.0265
1987,1401-Borde,2067,567,820,530,115,35,0.2743,0.3967,0.2564,0.0556,0.0169
1987,1401-Borde,1960,482,645,544,223,66,0.2459,0.3291,0.2776,0.1138,0.0337
1987,1402-Rouvraie,1957,316,467,779,341,54,0.1615,0.2386,0.3981,0.1742,0.0276
1987,1402-Rouvraie,2342,616,787,725,190,24,0.263,0.336,0.3096,0.0811,0.0102
1987,1403-Bellevaux,4668,1065,1454,1318,615,216,0.2281,0.3115,0.2823,0.1317,0.0463
1987,1403-Bellevaux,4933,1199,1441,1518,619,156,0.2431,0.2921,0.3077,0.1255,0.0316
1987,1404-Rte du Signal,624,103,174,233,84,30,0.1651,0.2788,0.3734,0.1346,0.0481
1987,1404-Rte du Signal,655,136,217,203,83,16,0.2076,0.3313,0.3099,0.1267,0.0244
1987,15-Vinet/Pontaise,6880,1123,2459,1974,955,369,0.1632,0.3574,0.2869,0.1388,0.0536
1987,15-Vinet/Pontaise,7654,1227,2450,2407,1235,335,0.1603,0.3201,0.3145,0.1614,0.0438
1987,1501-Pré-du-Marché,1886,279,679,536,281,111,0.1479,0.36,0.2842,0.149,0.0589
1987,1501-Pré-du-Marché,2177,325,619,711,400,122,0.1493,0.2843,0.3266,0.1837,0.056
1987,1502-Valentin,2636,406,926,772,373,159,0.154,0.3513,0.2929,0.1415,0.0603
1987,1502-Valentin,2901,474,939,872,496,120,0.1634,0.3237,0.3006,0.171,0.0414
1987,1503-Pontaise,2358,438,854,666,301,99,0.1858,0.3622,0.2824,0.1277,0.042
1987,1503-Pontaise,2576,428,892,824,339,93,0.1661,0.3463,0.3199,0.1316,0.0361
1987,16-Bossons/Blécherette,6410,1577,2142,1885,577,229,0.246,0.3342,0.2941,0.09,0.0357
1987,16-Bossons/Blécherette,5777,1594,2216,1488,402,77,0.2759,0.3836,0.2576,0.0696,0.0133
1987,1602-Ancien-Stand,915,328,256,213,77,41,0.3585,0.2798,0.2328,0.0842,0.0448
1987,1602-Ancien-Stand,978,394,299,248,33,4,0.4029,0.3057,0.2536,0.0337,0.0041
1987,1603-Bois-Mermet,30,3,13,9,2,3,0.1,0.4333,0.3,0.0667,0.1
1987,1603-Bois-Mermet,43,11,8,15,9,0,0.2558,0.186,0.3488,0.2093,0.0
1987,1604-Bois-Gentil,3245,741,1070,950,326,158,0.2284,0.3297,0.2928,0.1005,0.0487
1987,1604-Bois-Gentil,3215,747,1216,876,311,65,0.2323,0.3782,0.2725,0.0967,0.0202
1987,1605-Bossons,2098,458,742,700,171,27,0.2183,0.3537,0.3337,0.0815,0.0129
1987,1605-Bossons,1529,440,688,344,49,8,0.2878,0.45,0.225,0.032,0.0052
1987,1606-Blécherette,122,47,61,13,1,0,0.3852,0.5,0.1066,0.0082,0.0
1987,1606-Blécherette,12,2,5,5,0,0,0.1667,0.4167,0.4167,0.0,0.0
1987,17-Beaulieu/Grey/Boisy,5745,1097,1334,2041,912,361,0.1909,0.2322,0.3553,0.1587,0.0628
1987,17-Beaulieu/Grey/Boisy,5329,1225,1560,1759,578,207,0.2299,0.2927,0.3301,0.1085,0.0388
1987,1701-Beaulieu,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
1987,1702-Bergières,2349,529,558,910,282,70,0.2252,0.2375,0.3874,0.1201,0.0298
1987,1702-Bergières,2171,594,766,627,148,36,0.2736,0.3528,0.2888,0.0682,0.0166
1987,1703-Pierrefleur,3396,568,776,1131,630,291,0.1673,0.2285,0.333,0.1855,0.0857
1987,1703-Pierrefleur,3157,631,793,1132,430,171,0.1999,0.2512,0.3586,0.1362,0.0542
1987,90-Zones foraines,2348,559,862,710,164,53,0.2381,0.3671,0.3024,0.0698,0.0226
1987,90-Zones foraines,1684,389,689,432,139,35,0.231,0.4091,0.2565,0.0825,0.0208
1987,9010-Les Râpes,1850,440,742,513,118,37,0.2378,0.4011,0.2773,0.0638,0.02
1987,9010-Les Râpes,1231,275,521,302,109,24,0.2234,0.4232,0.2453,0.0885,0.0195
1987,9020-Montheron,141,34,37,47,13,10,0.2411,0.2624,0.3333,0.0922,0.0709
1987,9020-Montheron,131,27,39,40,15,10,0.2061,0.2977,0.3053,0.1145,0.0763
1987,9030-Vernand,357,85,83,150,33,6,0.2381,0.2325,0.4202,0.0924,0.0168
1987,9030-Vernand,322,87,129,90,15,1,0.2702,0.4006,0.2795,0.0466,0.0031
1987,99-Adresses inconnues,168,11,95,47,6,9,0.0655,0.5655,0.2798,0.0357,0.0536
1987,99-Adresses inconnues,415,49,146,112,72,36,0.1181,0.3518,0.2699,0.1735,0.0867
1987,Ville de Lausanne,126475,23138,42622,38189,16360,6166,0.1829,0.337,0.3019,0.1294,0.0488
1988,1-Centre,11300,1525,4227,3354,1532,662,0.135,0.3741,0.2968,0.1356,0.0586
1988,10-Vallon/Béthusy,6420,962,2289,1854,947,368,0.1498,0.3565,0.2888,0.1475,0.0573
1988,1001-Le Vallon,1435,218,672,399,118,28,0.1519,0.4683,0.278,0.0822,0.0195
1988,1002-Hôpitaux,386,66,172,48,41,59,0.171,0.4456,0.1244,0.1062,0.1528
1988,1003-Victor-Ruffy,2337,354,743,752,368,120,0.1515,0.3179,0.3218,0.1575,0.0513
1988,1004-Béthusy,2262,324,702,655,420,161,0.1432,0.3103,0.2896,0.1857,0.0712
1988,101-Rue Centrale,1942,212,818,586,220,106,0.1092,0.4212,0.3018,0.1133,0.0546
1988,102-Chauderon,2026,285,972,509,180,80,0.1407,0.4798,0.2512,0.0888,0.0395
1988,103-Flon,7,2,0,3,1,1,0.2857,0.0,0.4286,0.1429,0.1429
1988,104-Montbenon,165,17,37,53,46,12,0.103,0.2242,0.3212,0.2788,0.0727
1988,105-Gare/Petit-Chêne,1402,212,459,418,222,91,0.1512,0.3274,0.2981,0.1583,0.0649
1988,106-Georgette,1058,176,294,337,175,76,0.1664,0.2779,0.3185,0.1654,0.0718
1988,107-Avant-Poste,1463,186,360,466,302,149,0.1271,0.2461,0.3185,0.2064,0.1018
1988,108-Marterey,1797,224,666,596,225,86,0.1247,0.3706,0.3317,0.1252,0.0479
1988,109-Cité,520,63,274,134,42,7,0.1212,0.5269,0.2577,0.0808,0.0135
1988,11-Chailly/Rovéréaz,8693,1757,2758,2664,1100,414,0.2021,0.3173,0.3065,0.1265,0.0476
1988,110-Riponne/Tunnel,920,148,347,252,119,54,0.1609,0.3772,0.2739,0.1293,0.0587
1988,1101-Chailly,4590,902,1613,1389,533,153,0.1965,0.3514,0.3026,0.1161,0.0333
1988,1102-Plaisante,1371,312,390,407,185,77,0.2276,0.2845,0.2969,0.1349,0.0562
1988,1103-Bois de Rovéréaz,11,2,4,4,1,0,0.1818,0.3636,0.3636,0.0909,0.0
1988,1104-Craivavers,667,157,155,249,86,20,0.2354,0.2324,0.3733,0.1289,0.03
1988,1105-Devin,2054,384,596,615,295,164,0.187,0.2902,0.2994,0.1436,0.0798
1988,12-Sallaz/Vennes/Séchaud,10370,2672,3778,2671,907,342,0.2577,0.3643,0.2576,0.0875,0.033
1988,1201-La Sallaz,2944,536,957,884,434,133,0.1821,0.3251,0.3003,0.1474,0.0452
1988,1202-Vennes,909,195,442,145,54,73,0.2145,0.4862,0.1595,0.0594,0.0803
1988,1203-Route de Berne,1047,307,315,292,113,20,0.2932,0.3009,0.2789,0.1079,0.0191
1988,1204-Valmont,1048,231,315,387,96,19,0.2204,0.3006,0.3693,0.0916,0.0181
1988,1205-Grangette,591,153,239,144,52,3,0.2589,0.4044,0.2437,0.088,0.0051
1988,1206-Praz-Séchaud,1244,516,449,229,27,23,0.4148,0.3609,0.1841,0.0217,0.0185
1988,1207-Ch. des Roches,344,66,72,119,36,51,0.1919,0.2093,0.3459,0.1047,0.1483
1988,1208-Grand-Vennes,2243,668,989,471,95,20,0.2978,0.4409,0.21,0.0424,0.0089
1988,13-Sauvabelin,285,37,44,57,80,67,0.1298,0.1544,0.2,0.2807,0.2351
1988,1301-Sauvabelin,38,10,10,15,2,1,0.2632,0.2632,0.3947,0.0526,0.0263
1988,1302-Pré-Fleuri,247,27,34,42,78,66,0.1093,0.1377,0.17,0.3158,0.2672
1988,14-Borde/Bellevaux,9796,2196,3131,3105,1075,289,0.2242,0.3196,0.317,0.1097,0.0295
1988,1401-Borde,1909,437,641,559,208,64,0.2289,0.3358,0.2928,0.109,0.0335
1988,1402-Rouvraie,2283,547,689,825,186,36,0.2396,0.3018,0.3614,0.0815,0.0158
1988,1403-Bellevaux,4918,1082,1543,1517,603,173,0.22,0.3137,0.3085,0.1226,0.0352
1988,1404-Rte du Signal,686,130,258,204,78,16,0.1895,0.3761,0.2974,0.1137,0.0233
1988,15-Vinet/Pontaise,7464,1102,2492,2310,1166,394,0.1476,0.3339,0.3095,0.1562,0.0528
1988,1501-Pré-du-Marché,1933,277,696,549,285,126,0.1433,0.3601,0.284,0.1474,0.0652
1988,1501-Pré-du-Marché,2142,306,634,693,365,144,0.1429,0.296,0.3235,0.1704,0.0672
1988,1502-Valentin,2618,353,959,746,387,173,0.1348,0.3663,0.285,0.1478,0.0661
1988,1502-Valentin,2811,418,914,860,467,152,0.1487,0.3252,0.3059,0.1661,0.0541
1988,1503-Pontaise,2388,414,849,693,320,112,0.1734,0.3555,0.2902,0.134,0.0469
1988,1503-Pontaise,2511,378,944,757,334,98,0.1505,0.3759,0.3015,0.133,0.039
1988,16-Bossons/Blécherette,6285,1517,2201,1855,508,204,0.2414,0.3502,0.2951,0.0808,0.0325
1988,16-Bossons/Blécherette,5670,1482,2176,1550,373,89,0.2614,0.3838,0.2734,0.0658,0.0157
1988,1602-Ancien-Stand,863,317,259,223,51,13,0.3673,0.3001,0.2584,0.0591,0.0151
1988,1602-Ancien-Stand,921,351,289,237,39,5,0.3811,0.3138,0.2573,0.0423,0.0054
1988,1603-Bois-Mermet,26,2,11,8,4,1,0.0769,0.4231,0.3077,0.1538,0.0385
1988,1603-Bois-Mermet,44,12,10,14,8,0,0.2727,0.2273,0.3182,0.1818,0.0
1988,1604-Bois-Gentil,3176,686,1068,949,312,161,0.216,0.3363,0.2988,0.0982,0.0507
1988,1604-Bois-Gentil,3211,730,1231,898,276,76,0.2273,0.3834,0.2797,0.086,0.0237
1988,1605-Bossons,2073,465,781,659,139,29,0.2243,0.3767,0.3179,0.0671,0.014
1988,1605-Bossons,1481,387,642,395,49,8,0.2613,0.4335,0.2667,0.0331,0.0054
1988,1606-Blécherette,147,47,82,16,2,0,0.3197,0.5578,0.1088,0.0136,0.0
1988,1606-Blécherette,13,2,4,6,1,0,0.1538,0.3077,0.4615,0.0769,0.0
1988,17-Beaulieu/Grey/Boisy,5647,1049,1351,2032,869,346,0.1858,0.2392,0.3598,0.1539,0.0613
1988,17-Beaulieu/Grey/Boisy,5424,1145,1467,1956,612,244,0.2111,0.2705,0.3606,0.1128,0.045
1988,1701-Beaulieu,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
1988,1702-Bergières,2427,547,614,928,267,71,0.2254,0.253,0.3824,0.11,0.0293
1988,1702-Bergières,2275,576,736,764,157,42,0.2532,0.3235,0.3358,0.069,0.0185
1988,1703-Pierrefleur,3219,502,736,1104,602,275,0.1559,0.2286,0.343,0.187,0.0854
1988,1703-Pierrefleur,3149,569,731,1192,455,202,0.1807,0.2321,0.3785,0.1445,0.0641
1988,802-Av. Rambert,1105,232,294,348,176,55,0.21,0.2661,0.3149,0.1593,0.0498
1988,803-Chissiez,2493,439,1017,686,278,73,0.1761,0.4079,0.2752,0.1115,0.0293
1988,9-Mousquines/Bellevue,2474,552,661,821,343,97,0.2231,0.2672,0.3319,0.1386,0.0392
1988,90-Zones foraines,2289,534,892,645,168,50,0.2333,0.3897,0.2818,0.0734,0.0218
1988,90-Zones foraines,1727,383,691,455,152,46,0.2218,0.4001,0.2635,0.088,0.0266
1988,901-Mon-Repos,169,27,28,57,42,15,0.1598,0.1657,0.3373,0.2485,0.0888
1988,9010-Les Râpes,1824,439,774,458,119,34,0.2407,0.4243,0.2511,0.0652,0.0186
1988,9010-Les Râpes,1260,265,541,309,117,28,0.2103,0.4294,0.2452,0.0929,0.0222
1988,902-Av. Secrétan,1698,420,397,587,230,64,0.2473,0.2338,0.3457,0.1355,0.0377
1988,9020-Montheron,129,29,33,40,20,7,0.2248,0.2558,0.3101,0.155,0.0543
1988,9020-Montheron,149,40,36,38,21,14,0.2685,0.2416,0.255,0.1409,0.094
1988,903-Ch. de la Vuachère,607,105,236,177,71,18,0.173,0.3888,0.2916,0.117,0.0297
1988,9030-Vernand,336,66,85,147,29,9,0.1964,0.253,0.4375,0.0863,0.0268
1988,9030-Vernand,318,78,114,108,14,4,0.2453,0.3585,0.3396,0.044,0.0126
1988,99-Adresses inconnues,140,10,64,46,10,10,0.0714,0.4571,0.3286,0.0714,0.0714
1988,99-Adresses inconnues,460,38,159,135,77,51,0.0826,0.3457,0.2935,0.1674,0.1109
1988,Ville de Lausanne,126976,23170,43352,38015,16106,6333,0.1825,0.3414,0.2994,0.1268,0.0499
1989,1-Centre,11344,1562,4325,3315,1450,692,0.1377,0.3813,0.2922,0.1278,0.061
1989,10-Vallon/Béthusy,6414,963,2348,1793,871,439,0.1501,0.3661,0.2795,0.1358,0.0684
1989,1001-Le Vallon,1466,243,706,385,103,29,0.1658,0.4816,0.2626,0.0703,0.0198
1989,1002-Hôpitaux,421,46,185,46,41,103,0.1093,0.4394,0.1093,0.0974,0.2447
1989,1003-Victor-Ruffy,2309,337,741,738,356,137,0.146,0.3209,0.3196,0.1542,0.0593
1989,1004-Béthusy,2218,337,716,624,371,170,0.1519,0.3228,0.2813,0.1673,0.0766
1989,101-Rue Centrale,1917,208,828,575,194,112,0.1085,0.4319,0.2999,0.1012,0.0584
1989,102-Chauderon,2023,302,971,487,187,76,0.1493,0.48,0.2407,0.0924,0.0376
1989,103-Flon,7,2,0,3,1,1,0.2857,0.0,0.4286,0.1429,0.1429
1989,104-Montbenon,154,12,35,50,42,15,0.0779,0.2273,0.3247,0.2727,0.0974
1989,105-Gare/Petit-Chêne,1421,221,475,417,215,93,0.1555,0.3343,0.2935,0.1513,0.0654
1989,106-Georgette,1094,180,311,362,158,83,0.1645,0.2843,0.3309,0.1444,0.0759
1989,107-Avant-Poste,1423,176,375,433,283,156,0.1237,0.2635,0.3043,0.1989,0.1096
1989,108-Marterey,1786,225,671,576,227,87,0.126,0.3757,0.3225,0.1271,0.0487
1989,109-Cité,573,82,298,146,39,8,0.1431,0.5201,0.2548,0.0681,0.014
1989,11-Chailly/Rovéréaz,8787,1696,2690,2784,1151,466,0.193,0.3061,0.3168,0.131,0.053
1989,110-Riponne/Tunnel,946,154,361,266,104,61,0.1628,0.3816,0.2812,0.1099,0.0645
1989,1101-Chailly,4539,800,1567,1420,561,191,0.1763,0.3452,0.3128,0.1236,0.0421
1989,1102-Plaisante,1398,320,368,456,185,69,0.2289,0.2632,0.3262,0.1323,0.0494
1989,1103-Bois de Rovéréaz,67,32,11,22,2,0,0.4776,0.1642,0.3284,0.0299,0.0
1989,1104-Craivavers,642,152,133,237,100,20,0.2368,0.2072,0.3692,0.1558,0.0312
1989,1105-Devin,2141,392,611,649,303,186,0.1831,0.2854,0.3031,0.1415,0.0869
1989,12-Sallaz/Vennes/Séchaud,11570,3146,4149,2923,932,420,0.2719,0.3586,0.2526,0.0806,0.0363
1989,1201-La Sallaz,2827,486,957,856,377,151,0.1719,0.3385,0.3028,0.1334,0.0534
1989,1202-Vennes,1295,380,565,207,67,76,0.2934,0.4363,0.1598,0.0517,0.0587
1989,1203-Route de Berne,965,228,275,307,133,22,0.2363,0.285,0.3181,0.1378,0.0228
1989,1204-Valmont,967,162,317,368,98,22,0.1675,0.3278,0.3806,0.1013,0.0228
1989,1205-Grangette,1307,502,465,259,64,17,0.3841,0.3558,0.1982,0.049,0.013
1989,1206-Praz-Séchaud,1565,650,583,261,36,35,0.4153,0.3725,0.1668,0.023,0.0224
1989,1207-Ch. des Roches,448,94,140,98,48,68,0.2098,0.3125,0.2188,0.1071,0.1518
1989,1208-Grand-Vennes,2196,644,847,567,109,29,0.2933,0.3857,0.2582,0.0496,0.0132
1989,13-Sauvabelin,274,42,52,62,52,66,0.1533,0.1898,0.2263,0.1898,0.2409
1989,1301-Sauvabelin,57,16,18,18,4,1,0.2807,0.3158,0.3158,0.0702,0.0175
1989,1302-Pré-Fleuri,217,26,34,44,48,65,0.1198,0.1567,0.2028,0.2212,0.2995
1989,14-Borde/Bellevaux,9425,1941,3039,3004,1117,324,0.2059,0.3224,0.3187,0.1185,0.0344
1989,1401-Borde,1811,387,720,477,173,54,0.2137,0.3976,0.2634,0.0955,0.0298
1989,1402-Rouvraie,2183,433,576,888,228,58,0.1984,0.2639,0.4068,0.1044,0.0266
1989,1403-Bellevaux,4688,979,1478,1413,630,188,0.2088,0.3153,0.3014,0.1344,0.0401
1989,1404-Rte du Signal,743,142,265,226,86,24,0.1911,0.3567,0.3042,0.1157,0.0323
1989,15-Vinet/Pontaise,7327,1042,2621,2149,1115,400,0.1422,0.3577,0.2933,0.1522,0.0546
1989,1501-Pré-du-Marché,2032,283,647,629,332,141,0.1393,0.3184,0.3095,0.1634,0.0694
1989,1502-Valentin,2677,360,933,766,459,159,0.1345,0.3485,0.2861,0.1715,0.0594
1989,1503-Pontaise,2618,399,1041,754,324,100,0.1524,0.3976,0.288,0.1238,0.0382
1989,16-Bossons/Blécherette,5955,1368,2263,1781,429,114,0.2297,0.38,0.2991,0.072,0.0191
1989,1601-Stade,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
1989,1602-Ancien-Stand,870,323,246,250,40,11,0.3713,0.2828,0.2874,0.046,0.0126
1989,1603-Bois-Mermet,37,8,9,10,8,2,0.2162,0.2432,0.2703,0.2162,0.0541
1989,1604-Bois-Gentil,3206,667,1176,984,291,88,0.208,0.3668,0.3069,0.0908,0.0274
1989,1605-Bossons,1752,351,775,526,87,13,0.2003,0.4424,0.3002,0.0497,0.0074
