year,district,pop_total,pop_swiss,pop_foreign,pop_men_total,pop_men_swiss,pop_men_foreign,pop_women_total,pop_women_swiss,pop_women_foreign,pct_foreign,pct_swiss
1994,106-Georgette,1051,735,316,457.0,298,159,594,437,157,0.3007,0.6993
1994,107-Avant-Poste,1431,1094,337,593.0,430,163,838,664,174,0.2355,0.7645
1994,108-Marterey,1678,930,748,773.0,376,397,905,554,351,0.4458,0.5542
1994,109-Cité,587,372,215,327.0,198,129,260,174,86,0.3663,0.6337
1994,11-Chailly/Rovéréaz,8353,6332,2021,3744.0,2728,1016,4609,3604,1005,0.2419,0.7581
1994,110-Riponne/Tunnel,931,447,484,487.0,201,286,444,246,198,0.5199,0.4801
1994,1101-Chailly,4256,2859,1397,1850.0,1158,692,2406,1701,705,0.3282,0.6718
1994,1102-Plaisante,1362,1134,228,625.0,507,118,737,627,110,0.1674,0.8326
1994,1103-Bois de Rovéréaz,78,49,29,39.0,24,15,39,25,14,0.3718,0.6282
1994,1104-Craivavers,656,573,83,319.0,275,44,337,298,39,0.1265,0.8735
1994,1105-Devin,2001,1717,284,911.0,764,147,1090,953,137,0.1419,0.8581
1994,12-Sallaz/Vennes/Séchaud,11762,8122,3640,5391.0,3538,1853,6371,4584,1787,0.3095,0.6905
1994,1201-La Sallaz,2833,1786,1047,1231.0,706,525,1602,1080,522,0.3696,0.6304
1994,1202-Vennes,1362,971,391,657.0,448,209,705,523,182,0.2871,0.7129
1994,1203-Route de Berne,1110,741,369,523.0,323,200,587,418,169,0.3324,0.6676
1994,1204-Valmont,924,610,314,417.0,260,157,507,350,157,0.3398,0.6602
1994,1205-Grangette,1336,1037,299,592.0,469,123,744,568,176,0.2238,0.7762
1994,1206-Praz-Séchaud,1699,1308,391,807.0,594,213,892,714,178,0.2301,0.7699
1994,1207-Ch. des Roches,449,309,140,186.0,113,73,263,196,67,0.3118,0.6882
1994,1208-Grand-Vennes,2049,1360,689,978.0,625,353,1071,735,336,0.3363,0.6637
1994,13-Sauvabelin,415,257,158,185.0,101,84,230,156,74,0.3807,0.6193
1994,1301-Sauvabelin,72,61,11,37.0,28,9,35,33,2,0.1528,0.8472
1994,1302-Pré-Fleuri,343,196,147,148.0,73,75,195,123,72,0.4286,0.5714
1994,14-Borde/Bellevaux,9403,6391,3012,4471.0,2836,1635,4932,3555,1377,0.3203,0.6797
1994,1401-Borde,2096,1010,1086,1043.0,466,577,1053,544,509,0.5181,0.4819
1994,1402-Rouvraie,2081,1741,340,987.0,794,193,1094,947,147,0.1634,0.8366
1994,1403-Bellevaux,4566,3101,1465,2118.0,1317,801,2448,1784,664,0.3208,0.6792
1994,1404-Rte du Signal,660,539,121,323.0,259,64,337,280,57,0.1833,0.8167
1994,15-Vinet/Pontaise,6959,4478,2481,3162.0,1805,1357,3797,2673,1124,0.3565,0.6435
1994,1501-Pré-du-Marché,1914,1178,736,848.0,447,401,1066,731,335,0.3845,0.6155
1994,1502-Valentin,2589,1806,783,1150.0,707,443,1439,1099,340,0.3024,0.6976
1994,1503-Pontaise,2456,1494,962,1164.0,651,513,1292,843,449,0.3917,0.6083
1994,16-Bossons/Blécherette,6376,4286,2090,2999.0,1856,1143,3377,2430,947,0.3278,0.6722
1994,1602-Ancien-Stand,858,631,227,397.0,269,128,461,362,99,0.2646,0.7354
1994,1603-Bois-Mermet,30,23,7,16.0,12,4,14,11,3,0.2333,0.7667
1994,1604-Bois-Gentil,3336,2121,1215,1555.0,890,665,1781,1231,550,0.3642,0.6358
1994,1605-Bossons,2028,1491,537,970.0,674,296,1058,817,241,0.2648,0.7352
1994,1606-Blécherette,124,20,104,61.0,11,50,63,9,54,0.8387,0.1613
1994,17-Beaulieu/Grey/Boisy,5753,4927,826,2632.0,2181,451,3121,2746,375,0.1436,0.8564
1994,1702-Bergières,2471,2056,415,1169.0,941,228,1302,1115,187,0.1679,0.8321
1994,1703-Pierrefleur,3282,2871,411,1463.0,1240,223,1819,1631,188,0.1252,0.8748
1994,2-Maupas/Valency,13183,8080,5103,6148.0,3340,2808,7035,4740,2295,0.3871,0.6129
1994,201-Maupas,2857,1539,1318,1389.0,663,726,1468,876,592,0.4613,0.5387
1994,202-Av. d'Echallens,3772,2027,1745,1822.0,845,977,1950,1182,768,0.4626,0.5374
1994,203-Montétan,2233,1617,616,1002.0,668,334,1231,949,282,0.2759,0.7241
1994,204-Chablière,2478,1550,928,1175.0,662,513,1303,888,415,0.3745,0.6255
1994,205-Valency,1843,1347,496,760.0,502,258,1083,845,238,0.2691,0.7309
1994,3-Sébeillon/Malley,8146,4507,3639,3995.0,2005,1990,4151,2502,1649,0.4467,0.5533
1994,301-Av. de Morges,2914,1426,1488,1449.0,648,801,1465,778,687,0.5106,0.4894
1994,302-Rue de Sébeillon,32,23,9,17.0,14,3,15,9,6,0.2812,0.7188
1994,303-Tivoli,1824,1263,561,868.0,558,310,956,705,251,0.3076,0.6924
1994,304-Prélaz,1966,1005,961,953.0,414,539,1013,591,422,0.4888,0.5112
1994,305-Gare de Sébeillon,11,2,9,6.0,1,5,5,1,4,0.8182,0.1818
1994,306-Av. de Provence,5,5,0,3.0,3,0,2,2,0,0.0,1.0
1994,307-Malley,1394,783,611,699.0,367,332,695,416,279,0.4383,0.5617
1994,4-Montoie/Bourdonnette,6303,3590,2713,2977.0,1543,1434,3326,2047,1279,0.4304,0.5696
1994,401-Montoie,2781,1732,1049,1268.0,708,560,1513,1024,489,0.3772,0.6228
1994,402-Vallée de la Jeunesse,8,6,2,4.0,2,2,4,4,0,0.25,0.75
1994,403-Pyramides,1205,755,450,585.0,346,239,620,409,211,0.3734,0.6266
1994,404-Prés-de-Vidy,676,368,308,332.0,160,172,344,208,136,0.4556,0.5444
1994,405-Bourget,11,6,5,7.0,4,3,4,2,2,0.4545,0.5455
1994,406-Bourdonnette,1622,723,899,781.0,323,458,841,400,441,0.5543,0.4457
1994,5-Montriond/Cour,7272,5258,2014,3441.0,2321,1120,3831,2937,894,0.277,0.723
1994,501-Marc-Dufour,2641,2041,600,1253.0,912,341,1388,1129,259,0.2272,0.7728
1994,502-Milan,3,3,0,1.0,1,0,2,2,0,0.0,1.0
1994,503-Les Cèdres,288,117,171,175.0,73,102,113,44,69,0.5938,0.4062
1994,504-Cour,1824,1282,542,864.0,564,300,960,718,242,0.2971,0.7029
1994,505-Mont-d'Or,2508,1811,697,1143.0,769,374,1365,1042,323,0.2779,0.7221
1994,506-Bellerive,8,4,4,5.0,2,3,3,2,1,0.5,0.5
1994,6-Sous-Gare/Ouchy,10380,7555,2825,4790.0,3250,1540,5590,4305,1285,0.2722,0.7278
1994,601-Grancy,3546,2562,984,1727.0,1175,552,1819,1387,432,0.2775,0.7225
1994,602-Harpe,4304,3314,990,1910.0,1377,533,2394,1937,457,0.23,0.77
1994,603-Av. d'Ouchy,1235,913,322,529.0,362,167,706,551,155,0.2607,0.7393
1994,604-Ouchy,1295,766,529,624.0,336,288,671,430,241,0.4085,0.5915
1994,7-Montchoisi,3547,2424,1123,1542.0,984,558,2005,1440,565,0.3166,0.6834
1994,701-Montchoisi,3362,2277,1085,1461.0,922,539,1901,1355,546,0.3227,0.6773
1994,702-Elysée,185,147,38,81.0,62,19,104,85,19,0.2054,0.7946
1994,8-Florimont/Chissiez,5166,3629,1537,2315.0,1531,784,2851,2098,753,0.2975,0.7025
1994,801-Florimont,1788,1364,424,774.0,574,200,1014,790,224,0.2371,0.7629
1994,802-Av. Rambert,1091,862,229,488.0,375,113,603,487,116,0.2099,0.7901
1994,803-Chissiez,2287,1403,884,1053.0,582,471,1234,821,413,0.3865,0.6135
1994,9-Mousquines/Bellevue,2379,1778,601,1065.0,770,295,1314,1008,306,0.2526,0.7474
1994,90-Zones foraines,2335,1734,601,1210.0,885,325,1125,849,276,0.2574,0.7426
1994,901-Mon-Repos,128,109,19,56.0,47,9,72,62,10,0.1484,0.8516
1994,9010-Les Râpes,1874,1328,546,964.0,670,294,910,658,252,0.2914,0.7086
1994,902-Av. Secrétan,1658,1234,424,743.0,544,199,915,690,225,0.2557,0.7443
1994,9020-Montheron,144,128,16,78.0,66,12,66,62,4,0.1111,0.8889
1994,903-Ch. de la Vuachère,593,435,158,266.0,179,87,327,256,71,0.2664,0.7336
1994,9030-Vernand,317,278,39,168.0,149,19,149,129,20,0.123,0.877
1994,99-Adresses inconnues,204,157,47,126.0,83,43,78,74,4,0.2304,0.7696
1994,Ville de Lausanne,125264,84645,40619,58238.0,36470,21768,67026,48175,18851,0.3243,0.6757
1995,1-Centre,10863,6930,3933,5176.0,3095,2081,5687,3835,1852,0.3621,0.6379
1995,10-Vallon/Béthusy,6277,4107,2170,2805.0,1666,1139,3472,2441,1031,0.3457,0.6543
1995,1001-Le Vallon,1375,665,710,742.0,339,403,633,326,307,0.5164,0.4836
1995,1002-Hôpitaux,400,320,80,130.0,88,42,270,232,38,0.2,0.8
1995,1003-Victor-Ruffy,2290,1600,690,992.0,646,346,1298,954,344,0.3013,0.6987
1995,1004-Béthusy,2212,1522,690,941.0,593,348,1271,929,342,0.3119,0.6881
1995,101-Rue Centrale,1887,1210,677,908.0,556,352,979,654,325,0.3588,0.6412
1995,102-Chauderon,1968,1141,827,991.0,539,452,977,602,375,0.4202,0.5798
1995,103-Flon,6,5,1,4.0,3,1,2,2,0,0.1667,0.8333
1995,104-Montbenon,164,125,39,75.0,58,17,89,67,22,0.2378,0.7622
1995,105-Gare/Petit-Chêne,1206,875,331,579.0,398,181,627,477,150,0.2745,0.7255
1995,106-Georgette,1083,761,322,476.0,310,166,607,451,156,0.2973,0.7027
1995,107-Avant-Poste,1402,1075,327,586.0,428,158,816,647,169,0.2332,0.7668
1995,108-Marterey,1674,924,750,776.0,395,381,898,529,369,0.448,0.552
1995,109-Cité,546,347,199,298.0,185,113,248,162,86,0.3645,0.6355
1995,11-Chailly/Rovéréaz,8367,6320,2047,3724.0,2721,1003,4643,3599,1044,0.2447,0.7553
1995,110-Riponne/Tunnel,927,467,460,483.0,223,260,444,244,200,0.4962,0.5038
1995,1101-Chailly,4224,2810,1414,1831.0,1151,680,2393,1659,734,0.3348,0.6652
1995,1102-Plaisante,1336,1131,205,621.0,517,104,715,614,101,0.1534,0.8466
1995,1103-Bois de Rovéréaz,88,49,39,41.0,23,18,47,26,21,0.4432,0.5568
1995,1104-Craivavers,676,588,88,314.0,271,43,362,317,45,0.1302,0.8698
1995,1105-Devin,2043,1742,301,917.0,759,158,1126,983,143,0.1473,0.8527
1995,12-Sallaz/Vennes/Séchaud,11732,7970,3762,5440.0,3502,1938,6292,4468,1824,0.3207,0.6793
1995,1201-La Sallaz,2824,1732,1092,1240.0,689,551,1584,1043,541,0.3867,0.6133
1995,1202-Vennes,1387,959,428,660.0,436,224,727,523,204,0.3086,0.6914
1995,1203-Route de Berne,1130,739,391,529.0,323,206,601,416,185,0.346,0.654
1995,1204-Valmont,880,580,300,401.0,243,158,479,337,142,0.3409,0.6591
1995,1205-Grangette,1355,1024,331,619.0,474,145,736,550,186,0.2443,0.7557
1995,1206-Praz-Séchaud,1736,1312,424,830.0,600,230,906,712,194,0.2442,0.7558
1995,1207-Ch. des Roches,425,299,126,186.0,112,74,239,187,52,0.2965,0.7035
1995,1208-Grand-Vennes,1995,1325,670,975.0,625,350,1020,700,320,0.3358,0.6642
1995,13-Sauvabelin,425,262,163,190.0,107,83,235,155,80,0.3835,0.6165
1995,1301-Sauvabelin,70,58,12,35.0,27,8,35,31,4,0.1714,0.8286
1995,1302-Pré-Fleuri,355,204,151,155.0,80,75,200,124,76,0.4254,0.5746
1995,14-Borde/Bellevaux,9226,6120,3106,4388.0,2707,1681,4838,3413,1425,0.3367,0.6633
1995,1401-Borde,2034,926,1108,1015.0,422,593,1019,504,515,0.5447,0.4553
1995,1402-Rouvraie,2063,1709,354,971.0,775,196,1092,934,158,0.1716,0.8284
1995,1403-Bellevaux,4494,2973,1521,2094.0,1264,830,2400,1709,691,0.3385,0.6615
1995,1404-Rte du Signal,635,512,123,308.0,246,62,327,266,61,0.1937,0.8063
1995,15-Vinet/Pontaise,6890,4469,2421,3157.0,1856,1301,3733,2613,1120,0.3514,0.6486
1995,1501-Pré-du-Marché,1865,1172,693,820.0,448,372,1045,724,321,0.3716,0.6284
1995,1502-Valentin,2634,1819,815,1184.0,738,446,1450,1081,369,0.3094,0.6906
1995,1503-Pontaise,2391,1478,913,1153.0,670,483,1238,808,430,0.3818,0.6182
1995,16-Bossons/Blécherette,6310,4139,2171,2999.0,1808,1191,3311,2331,980,0.3441,0.6559
1995,1602-Ancien-Stand,874,580,294,405.0,244,161,469,336,133,0.3364,0.6636
1995,1603-Bois-Mermet,29,22,7,15.0,12,3,14,10,4,0.2414,0.7586
1995,1604-Bois-Gentil,3224,2040,1184,1514.0,869,645,1710,1171,539,0.3672,0.6328
1995,1605-Bossons,2049,1477,572,985.0,672,313,1064,805,259,0.2792,0.7208
1995,1606-Blécherette,134,20,114,80.0,11,69,54,9,45,0.8507,0.1493
1995,17-Beaulieu/Grey/Boisy,5677,4859,818,2583.0,2127,456,3094,2732,362,0.1441,0.8559
1995,1702-Bergières,2418,2010,408,1130.0,902,228,1288,1108,180,0.1687,0.8313
1995,1703-Pierrefleur,3259,2849,410,1453.0,1225,228,1806,1624,182,0.1258,0.8742
1995,2-Maupas/Valency,13071,8011,5060,6095.0,3322,2773,6976,4689,2287,0.3871,0.6129
1995,201-Maupas,2813,1525,1288,1359.0,652,707,1454,873,581,0.4579,0.5421
1995,202-Av. d'Echallens,3693,2025,1668,1763.0,842,921,1930,1183,747,0.4517,0.5483
1995,203-Montétan,2195,1616,579,998.0,678,320,1197,938,259,0.2638,0.7362
1995,204-Chablière,2505,1512,993,1201.0,650,551,1304,862,442,0.3964,0.6036
1995,205-Valency,1865,1333,532,774.0,500,274,1091,833,258,0.2853,0.7147
1995,3-Sébeillon/Malley,8081,4332,3749,3970.0,1932,2038,4111,2400,1711,0.4639,0.5361
1995,301-Av. de Morges,2927,1431,1496,1459.0,652,807,1468,779,689,0.5111,0.4889
1995,302-Rue de Sébeillon,32,23,9,17.0,14,3,15,9,6,0.2812,0.7188
1995,303-Tivoli,1775,1188,587,857.0,537,320,918,651,267,0.3307,0.6693
1995,304-Prélaz,1946,924,1022,952.0,386,566,994,538,456,0.5252,0.4748
1995,305-Gare de Sébeillon,8,4,4,5.0,2,3,3,2,1,0.5,0.5
1995,306-Av. de Provence,4,4,0,2.0,2,0,2,2,0,0.0,1.0
1995,307-Malley,1389,758,631,678.0,339,339,711,419,292,0.4543,0.5457
1995,4-Montoie/Bourdonnette,6346,3522,2824,3005.0,1509,1496,3341,2013,1328,0.445,0.555
1995,401-Montoie,2753,1700,1053,1249.0,684,565,1504,1016,488,0.3825,0.6175
1995,402-Vallée de la Jeunesse,9,8,1,2.0,2,0,7,6,1,0.1111,0.8889
1995,403-Pyramides,1263,785,478,622.0,367,255,641,418,223,0.3785,0.6215
1995,404-Prés-de-Vidy,662,345,317,330.0,154,176,332,191,141,0.4789,0.5211
1995,405-Bourget,11,7,4,7.0,5,2,4,2,2,0.3636,0.6364
1995,406-Bourdonnette,1648,677,971,795.0,297,498,853,380,473,0.5892,0.4108
1995,5-Montriond/Cour,7372,5331,2041,3465.0,2357,1108,3907,2974,933,0.2769,0.7231
1995,501-Marc-Dufour,2712,2098,614,1273.0,937,336,1439,1161,278,0.2264,0.7736
1995,502-Milan,3,3,0,1.0,1,0,2,2,0,0.0,1.0
1995,503-Les Cèdres,290,134,156,161.0,86,75,129,48,81,0.5379,0.4621
1995,504-Cour,1802,1273,529,847.0,549,298,955,724,231,0.2936,0.7064
1995,505-Mont-d'Or,2558,1819,739,1179.0,782,397,1379,1037,342,0.2889,0.7111
1995,506-Bellerive,7,4,3,4.0,2,2,3,2,1,0.4286,0.5714
1995,6-Sous-Gare/Ouchy,10324,7583,2741,4821.0,3298,1523,5503,4285,1218,0.2655,0.7345
1995,601-Grancy,3478,2541,937,1705.0,1176,529,1773,1365,408,0.2694,0.7306
1995,602-Harpe,4260,3292,968,1908.0,1379,529,2352,1913,439,0.2272,0.7728
1995,603-Av. d'Ouchy,1285,960,325,568.0,390,178,717,570,147,0.2529,0.7471
1995,604-Ouchy,1301,790,511,640.0,353,287,661,437,224,0.3928,0.6072
1995,7-Montchoisi,3568,2413,1155,1560.0,986,574,2008,1427,581,0.3237,0.6763
1995,701-Montchoisi,3382,2266,1116,1476.0,920,556,1906,1346,560,0.33,0.67
1995,702-Elysée,186,147,39,84.0,66,18,102,81,21,0.2097,0.7903
1995,8-Florimont/Chissiez,5125,3555,1570,2313.0,1523,790,2812,2032,780,0.3063,0.6937
1995,801-Florimont,1771,1371,400,763.0,586,177,1008,785,223,0.2259,0.7741
1995,802-Av. Rambert,1060,836,224,491.0,375,116,569,461,108,0.2113,0.7887
1995,803-Chissiez,2294,1348,946,1059.0,562,497,1235,786,449,0.4124,0.5876
1995,9-Mousquines/Bellevue,2430,1818,612,1095.0,799,296,1335,1019,316,0.2519,0.7481
1995,90-Zones foraines,2304,1736,568,1178.0,865,313,1126,871,255,0.2465,0.7535
1995,901-Mon-Repos,132,113,19,55.0,47,8,77,66,11,0.1439,0.8561
1995,9010-Les Râpes,1835,1316,519,929.0,648,281,906,668,238,0.2828,0.7172
1995,902-Av. Secrétan,1631,1224,407,713.0,526,187,918,698,220,0.2495,0.7505
1995,9020-Montheron,138,124,14,73.0,61,12,65,63,2,0.1014,0.8986
1995,903-Ch. de la Vuachère,667,481,186,327.0,226,101,340,255,85,0.2789,0.7211
1995,9030-Vernand,331,296,35,176.0,156,20,155,140,15,0.1057,0.8943
1995,99-Adresses inconnues,173,131,42,109.0,71,38,64,60,4,0.2428,0.7572
1995,Ville de Lausanne,124561,83608,40953,58073.0,36251,21822,66488,47357,19131,0.3288,0.6712
1996,1-Centre,10615,6852,3763,5078.0,3074,2004,5537,3778,1759,0.3545,0.6455
1996,10-Vallon/Béthusy,6180,3985,2195,2766.0,1619,1147,3414,2366,1048,0.3552,0.6448
1996,1001-Le Vallon,1333,649,684,725.0,339,386,608,310,298,0.5131,0.4869
1996,1002-Hôpitaux,399,323,76,124.0,87,37,275,236,39,0.1905,0.8095
1996,1003-Victor-Ruffy,2249,1548,701,986.0,628,358,1263,920,343,0.3117,0.6883
1996,1004-Béthusy,2199,1465,734,931.0,565,366,1268,900,368,0.3338,0.6662
1996,101-Rue Centrale,1841,1239,602,900.0,578,322,941,661,280,0.327,0.673
1996,102-Chauderon,1911,1130,781,957.0,530,427,954,600,354,0.4087,0.5913
1996,103-Flon,8,7,1,7.0,6,1,1,1,0,0.125,0.875
1996,104-Montbenon,164,130,34,72.0,60,12,92,70,22,0.2073,0.7927
1996,105-Gare/Petit-Chêne,1188,869,319,558.0,396,162,630,473,157,0.2685,0.7315
1996,106-Georgette,1050,732,318,468.0,302,166,582,430,152,0.3029,0.6971
1996,107-Avant-Poste,1381,1046,335,587.0,425,162,794,621,173,0.2426,0.7574
1996,108-Marterey,1624,902,722,760.0,387,373,864,515,349,0.4446,0.5554
1996,109-Cité,541,364,177,300.0,190,110,241,174,67,0.3272,0.6728
1996,11-Chailly/Rovéréaz,8371,6298,2073,3701.0,2695,1006,4670,3603,1067,0.2476,0.7524
1996,110-Riponne/Tunnel,907,433,474,469.0,200,269,438,233,205,0.5226,0.4774
1996,1101-Chailly,4186,2757,1429,1800.0,1124,676,2386,1633,753,0.3414,0.6586
1996,1102-Plaisante,1368,1146,222,628.0,514,114,740,632,108,0.1623,0.8377
1996,1103-Bois de Rovéréaz,93,53,40,43.0,25,18,50,28,22,0.4301,0.5699
1996,1104-Craivavers,695,597,98,327.0,281,46,368,316,52,0.141,0.859
1996,1105-Devin,2029,1745,284,903.0,751,152,1126,994,132,0.14,0.86
1996,12-Sallaz/Vennes/Séchaud,11729,7893,3836,5488.0,3505,1983,6241,4388,1853,0.3271,0.6729
1996,1201-La Sallaz,2804,1683,1121,1240.0,683,557,1564,1000,564,0.3998,0.6002
1996,1202-Vennes,1381,956,425,666.0,440,226,715,516,199,0.3077,0.6923
1996,1203-Route de Berne,1131,718,413,540.0,309,231,591,409,182,0.3652,0.6348
1996,1204-Valmont,893,578,315,430.0,252,178,463,326,137,0.3527,0.6473
1996,1205-Grangette,1349,1052,297,628.0,500,128,721,552,169,0.2202,0.7798
1996,1206-Praz-Séchaud,1742,1288,454,829.0,590,239,913,698,215,0.2606,0.7394
1996,1207-Ch. des Roches,438,305,133,189.0,112,77,249,193,56,0.3037,0.6963
1996,1208-Grand-Vennes,1991,1313,678,966.0,619,347,1025,694,331,0.3405,0.6595
1996,13-Sauvabelin,438,279,159,204.0,122,82,234,157,77,0.363,0.637
1996,1301-Sauvabelin,66,59,7,35.0,29,6,31,30,1,0.1061,0.8939
1996,1302-Pré-Fleuri,372,220,152,169.0,93,76,203,127,76,0.4086,0.5914
1996,14-Borde/Bellevaux,9132,5974,3158,4342.0,2646,1696,4790,3328,1462,0.3458,0.6542
1996,1401-Borde,1980,879,1101,987.0,401,586,993,478,515,0.5561,0.4439
1996,1402-Rouvraie,2007,1689,318,955.0,767,188,1052,922,130,0.1584,0.8416
1996,1403-Bellevaux,4518,2897,1621,2099.0,1231,868,2419,1666,753,0.3588,0.6412
1996,1404-Rte du Signal,627,509,118,301.0,247,54,326,262,64,0.1882,0.8118
1996,15-Vinet/Pontaise,6939,4526,2413,3175.0,1888,1287,3764,2638,1126,0.3477,0.6523
1996,1501-Pré-du-Marché,1933,1215,718,851.0,469,382,1082,746,336,0.3714,0.6286
1996,1502-Valentin,2618,1840,778,1176.0,751,425,1442,1089,353,0.2972,0.7028
1996,1503-Pontaise,2388,1471,917,1148.0,668,480,1240,803,437,0.384,0.616
1996,16-Bossons/Blécherette,6285,3980,2305,3016.0,1756,1260,3269,2224,1045,0.3667,0.6333
1996,1602-Ancien-Stand,863,529,334,402.0,224,178,461,305,156,0.387,0.613
1996,1603-Bois-Mermet,26,19,7,15.0,12,3,11,7,4,0.2692,0.7308
1996,1604-Bois-Gentil,3176,1965,1211,1493.0,841,652,1683,1124,559,0.3813,0.6187
1996,1605-Bossons,2073,1447,626,1019.0,668,351,1054,779,275,0.302,0.698
1996,1606-Blécherette,147,20,127,87.0,11,76,60,9,51,0.8639,0.1361
1996,17-Beaulieu/Grey/Boisy,5647,4801,846,2583.0,2114,469,3064,2687,377,0.1498,0.8502
1996,1701-Beaulieu,1,0,1,1.0,0,1,0,0,0,1.0,0.0
1996,1702-Bergières,2427,2004,423,1152.0,915,237,1275,1089,186,0.1743,0.8257
1996,1703-Pierrefleur,3219,2797,422,1430.0,1199,231,1789,1598,191,0.1311,0.8689
1996,2-Maupas/Valency,12895,7992,4903,5973.0,3302,2671,6922,4690,2232,0.3802,0.6198
1996,201-Maupas,2741,1527,1214,1320.0,655,665,1421,872,549,0.4429,0.5571
1996,202-Av. d'Echallens,3697,2044,1653,1749.0,849,900,1948,1195,753,0.4471,0.5529
1996,203-Montétan,2133,1586,547,960.0,657,303,1173,929,244,0.2564,0.7436
1996,204-Chablière,2526,1526,1000,1206.0,652,554,1320,874,446,0.3959,0.6041
1996,205-Valency,1798,1309,489,738.0,489,249,1060,820,240,0.272,0.728
1996,3-Sébeillon/Malley,8048,4250,3798,3984.0,1915,2069,4064,2335,1729,0.4719,0.5281
1996,301-Av. de Morges,2867,1421,1446,1440.0,668,772,1427,753,674,0.5044,0.4956
1996,302-Rue de Sébeillon,33,22,11,19.0,14,5,14,8,6,0.3333,0.6667
1996,303-Tivoli,1787,1190,597,867.0,534,333,920,656,264,0.3341,0.6659
1996,304-Prélaz,1875,869,1006,931.0,371,560,944,498,446,0.5365,0.4635
1996,305-Gare de Sébeillon,6,4,2,3.0,2,1,3,2,1,0.3333,0.6667
1996,306-Av. de Provence,4,4,0,2.0,2,0,2,2,0,0.0,1.0
1996,307-Malley,1476,740,736,722.0,324,398,754,416,338,0.4986,0.5014
1996,4-Montoie/Bourdonnette,6297,3459,2838,2976.0,1494,1482,3321,1965,1356,0.4507,0.5493
1996,401-Montoie,2642,1661,981,1182.0,668,514,1460,993,467,0.3713,0.6287
1996,402-Vallée de la Jeunesse,85,69,16,43.0,34,9,42,35,7,0.1882,0.8118
1996,403-Pyramides,1254,772,482,612.0,361,251,642,411,231,0.3844,0.6156
1996,404-Prés-de-Vidy,648,327,321,334.0,149,185,314,178,136,0.4954,0.5046
1996,405-Bourget,11,7,4,7.0,5,2,4,2,2,0.3636,0.6364
1996,406-Bourdonnette,1657,623,1034,798.0,277,521,859,346,513,0.624,0.376
1996,5-Montriond/Cour,7364,5250,2114,3459.0,2317,1142,3905,2933,972,0.2871,0.7129
1996,501-Marc-Dufour,2731,2067,664,1274.0,909,365,1457,1158,299,0.2431,0.7569
1996,502-Milan,5,4,1,2.0,1,1,3,3,0,0.2,0.8
1996,503-Les Cèdres,284,154,130,156.0,85,71,128,69,59,0.4577,0.5423
1996,504-Cour,1787,1249,538,862.0,562,300,925,687,238,0.3011,0.6989
1996,505-Mont-d'Or,2538,1771,767,1154.0,758,396,1384,1013,371,0.3022,0.6978
1996,506-Bellerive,19,5,14,11.0,2,9,8,3,5,0.7368,0.2632
1996,6-Sous-Gare/Ouchy,10289,7526,2763,4802.0,3274,1528,5487,4252,1235,0.2685,0.7315
1996,601-Grancy,3490,2532,958,1718.0,1173,545,1772,1359,413,0.2745,0.7255
1996,602-Harpe,4254,3271,983,1913.0,1378,535,2341,1893,448,0.2311,0.7689
1996,603-Av. d'Ouchy,1248,925,323,544.0,374,170,704,551,153,0.2588,0.7412
1996,604-Ouchy,1297,798,499,627.0,349,278,670,449,221,0.3847,0.6153
1996,7-Montchoisi,3513,2377,1136,1548.0,976,572,1965,1401,564,0.3234,0.6766
1996,701-Montchoisi,3339,2246,1093,1472.0,919,553,1867,1327,540,0.3273,0.6727
1996,702-Elysée,174,131,43,76.0,57,19,98,74,24,0.2471,0.7529
1996,8-Florimont/Chissiez,5023,3443,1580,2279.0,1473,806,2744,1970,774,0.3146,0.6854
1996,801-Florimont,1753,1356,397,764.0,579,185,989,777,212,0.2265,0.7735
1996,802-Av. Rambert,1011,794,217,467.0,359,108,544,435,109,0.2146,0.7854
1996,803-Chissiez,2259,1293,966,1048.0,535,513,1211,758,453,0.4276,0.5724
1996,9-Mousquines/Bellevue,2383,1772,611,1091.0,796,295,1292,976,316,0.2564,0.7436
1996,90-Zones foraines,2289,1707,582,1148.0,840,308,1141,867,274,0.2543,0.7457
1996,901-Mon-Repos,141,124,17,62.0,54,8,79,70,9,0.1206,0.8794
1996,9010-Les Râpes,1824,1291,533,902.0,626,276,922,665,257,0.2922,0.7078
1996,902-Av. Secrétan,1599,1187,412,714.0,523,191,885,664,221,0.2577,0.7423
1996,9020-Montheron,129,118,11,69.0,60,9,60,58,2,0.0853,0.9147
1996,903-Ch. de la Vuachère,643,461,182,315.0,219,96,328,242,86,0.283,0.717
1996,9030-Vernand,336,298,38,177.0,154,23,159,144,15,0.1131,0.8869
1996,99-Adresses inconnues,140,87,53,99.0,51,48,41,36,5,0.3786,0.6214
1996,Ville de Lausanne,123577,82451,41126,57712.0,35857,21855,65865,46594,19271,0.3328,0.6672
1997,1-Centre,10689,6959,3730,5164.0,3172,1992,5525,3787,1738,0.349,0.651
1997,10-Vallon/Béthusy,6098,3856,2242,2700.0,1572,1128,3398,2284,1114,0.3677,0.6323
1997,1001-Le Vallon,1324,606,718,721.0,313,408,603,293,310,0.5423,0.4577
1997,1002-Hôpitaux,391,320,71,108.0,79,29,283,241,42,0.1816,0.8184
1997,1003-Victor-Ruffy,2223,1506,717,960.0,614,346,1263,892,371,0.3225,0.6775
1997,1004-Béthusy,2160,1424,736,911.0,566,345,1249,858,391,0.3407,0.6593
