year,district,establishments,jobs_total,jobs_men,jobs_women,fte_total,fte_men,fte_women,pct_jobs_women,pct_fte_women,gender_fte_gap
2019,Ville de Lausanne,13214,125287.0,60418,64869.0,98822.09876159971,52176.34084309995,46645.75791849978,0.5178,0.472,0.0458
2020,1 - Centre,5084,47990.0,23364,24626.0,37144.80265379995,19867.053884899946,17277.7487689,0.5131,0.4651,0.048
2020,10 - Vallon/Béthusy,432,12751.0,4399,8352.0,10703.457375299997,3998.2611212999964,6705.196254,0.655,0.6265,0.0285
2020,11 - Chailly/Rovéréaz,437,2611.0,1049,1562.0,1913.6980871000003,848.5109395,1065.1871476000003,0.5982,0.5566,0.0416
2020,12 - Sallaz/Vennes/Séchaud,617,8144.0,4408,3736.0,6604.986502999996,3913.354214899997,2691.6322880999996,0.4587,0.4075,0.0512
2020,13 - Sauvabelin,34,454.0,204,250.0,391.5267715,187.79232240000005,203.73444909999995,0.5507,0.5204,0.0303
2020,14 - Borde/Bellevaux,414,2195.0,1142,1053.0,1736.9044346999995,1009.8318033000006,727.0726313999988,0.4797,0.4186,0.0611
2020,15 - Vinet/Pontaise,561,2884.0,1079,1805.0,2131.590995900002,884.5803095000008,1247.010686400001,0.6259,0.585,0.0409
2020,16 - Bossons/Blécherette,368,3350.0,1693,1657.0,2754.889988200001,1498.0049723999991,1256.8850158000018,0.4946,0.4562,0.0384
2020,17 - Beaulieu/Grey/Boisy,257,1827.0,834,993.0,1462.8040583999998,728.9710337,733.8330246999998,0.5435,0.5017,0.0418
2020,2 - Maupas/Valency,815,3734.0,1591,2143.0,2809.651381599999,1319.8475633000003,1489.8038182999985,0.5739,0.5302,0.0437
2020,3 - Sébeillon/Malley,1024,10616.0,6337,4279.0,8591.204512199993,5520.410985599991,3070.7935266000013,0.4031,0.3574,0.0457
2020,4 - Montoie/Bourdonnette,343,3619.0,1698,1921.0,2920.0315033999987,1494.1630544000004,1425.8684489999982,0.5308,0.4883,0.0425
2020,5 - Montriond/Cour,519,6895.0,3700,3195.0,6002.7859648999965,3388.1729446999993,2614.613020199997,0.4634,0.4356,0.0278
2020,6 - Sous-Gare/Ouchy,1175,8569.0,4410,4159.0,6916.413145600005,3819.881990299993,3096.531155300012,0.4854,0.4477,0.0377
2020,7 - Montchoisi,209,1241.0,531,710.0,965.4997382000003,447.36731580000014,518.1324224000001,0.5721,0.5366,0.0355
2020,8 - Florimont/Chissiez,349,1469.0,667,802.0,1159.7007440000004,567.6188193000006,592.0819246999998,0.5459,0.5105,0.0354
2020,9 - Mousquines/Bellevue,177,1530.0,705,825.0,1237.564740999999,618.6232574000003,618.9414835999987,0.5392,0.5001,0.0391
2020,90 - Zones foraines,272,3709.0,2022,1687.0,2981.137146399999,1798.6925199999996,1182.4446263999994,0.4548,0.3966,0.0582
2020,Ville de Lausanne,13087,123588.0,59833,63755.0,98428.6497451999,51911.139052699924,46517.510692500015,0.5159,0.4726,0.0433
2021,1 - Centre,5058,50191.0,23834,26357.0,38459.56925670001,20274.53399730006,18185.035259399952,0.5251,0.4728,0.0523
2021,10 - Vallon/Béthusy,452,12853.0,4431,8422.0,10633.8906905,3958.724104299999,6675.166586200002,0.6553,0.6277,0.0276
